EntryID	Substrate	EnzymeType	PubMedID	Organism	UniprotID	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	Temperature
23933	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat		3.033333		-	s^(-1)	25.0
23933	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	Ki	1,10-Phenanthroline	9.0E-4		-	M	25.0
23933	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	1,10-Phenanthroline	1.0E-5	0.02	-	M	25.0
23933	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	12-Hydroxydodecanoic acid	2.5E-5		-	M	25.0
23934	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	12-Hydroxydodecanoic acid	4.0E-4		-	M	25.0
23934	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	NAD+			-	-	25.0
23934	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat		3.033333		-	s^(-1)	25.0
23934	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	Km	NAD+	2.5E-5		-	M	25.0
23934	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	unknown compound			-	-	25.0
23935	NADH;1-Octanal;H+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat		3.333333		-	s^(-1)	25.0
23935	NADH;1-Octanal;H+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	1-Octanal	0.004		-	M	25.0
23935	NADH;1-Octanal;H+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	Km	NADH	2.5E-6		-	M	25.0
23935	NADH;1-Octanal;H+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	NADH	0.0	5.8E-5	-	M	25.0
23935	NADH;1-Octanal;H+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	unknown compound			-	-	25.0
23936	NAD+;Ethanol	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	Ethanol	0.0	2.0	-	M	25.0
23936	NAD+;Ethanol	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	unknown compound			-	-	25.0
23936	NAD+;Ethanol	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
23936	NAD+;Ethanol	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat/Km	Ethanol	0.75		-	M^(-1)*s^(-1)	25.0
23937	1-Butanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat/Km	1-Butanol	7.766667		-	M^(-1)*s^(-1)	25.0
23937	1-Butanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	unknown compound			-	-	25.0
23937	1-Butanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	1-Butanol			-	-	25.0
23937	1-Butanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
23938	NAD+;1-Pentanol	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
23938	NAD+;1-Pentanol	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat		0.245		-	s^(-1)	25.0
23938	NAD+;1-Pentanol	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	1-Pentanol			-	-	25.0
23938	NAD+;1-Pentanol	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	unknown compound			-	-	25.0
23938	NAD+;1-Pentanol	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	Km	1-Pentanol	0.04		-	M	25.0
23938	NAD+;1-Pentanol	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat/Km	1-Pentanol	6.133333		-	M^(-1)*s^(-1)	25.0
23939	1-Octanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
23939	1-Octanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	1-Octanol			-	-	25.0
23939	1-Octanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat		7.333333		-	s^(-1)	25.0
23939	1-Octanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat/Km	1-Octanol	6116.667		-	M^(-1)*s^(-1)	25.0
23939	1-Octanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	Km	1-Octanol	0.0012		-	M	25.0
23939	1-Octanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	unknown compound			-	-	25.0
23940	12-Hydroxydodecanoic acid;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
23940	12-Hydroxydodecanoic acid;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat		3.033333		-	s^(-1)	25.0
23940	12-Hydroxydodecanoic acid;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat/Km	12-Hydroxydodecanoic acid	30333.33		-	M^(-1)*s^(-1)	25.0
23940	12-Hydroxydodecanoic acid;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	12-Hydroxydodecanoic acid			-	-	25.0
23940	12-Hydroxydodecanoic acid;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	Km	12-Hydroxydodecanoic acid	1.0E-4		-	M	25.0
23940	12-Hydroxydodecanoic acid;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	unknown compound			-	-	25.0
23941	4-Hydroxy-3-methoxy-benzenemethanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	4-Hydroxy-3-methoxy-benzenemethanol			-	-	25.0
23941	4-Hydroxy-3-methoxy-benzenemethanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	Km	4-Hydroxy-3-methoxy-benzenemethanol	0.011		-	M	25.0
23941	4-Hydroxy-3-methoxy-benzenemethanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
23941	4-Hydroxy-3-methoxy-benzenemethanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	unknown compound			-	-	25.0
23941	4-Hydroxy-3-methoxy-benzenemethanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat		0.4666667		-	s^(-1)	25.0
23941	4-Hydroxy-3-methoxy-benzenemethanol;NAD+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat/Km	4-Hydroxy-3-methoxy-benzenemethanol	42.33333		-	M^(-1)*s^(-1)	25.0
23942	1-Octanal;NADH;H+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	unknown compound			-	-	25.0
23942	1-Octanal;NADH;H+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	NADH	5.8E-5		-	M	25.0
23942	1-Octanal;NADH;H+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat		3.333333		-	s^(-1)	25.0
23942	1-Octanal;NADH;H+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	1-Octanal			-	-	25.0
23942	1-Octanal;NADH;H+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	kcat/Km	1-Octanal	1388.333		-	M^(-1)*s^(-1)	25.0
23942	1-Octanal;NADH;H+	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	Km	1-Octanal	0.0024		-	M	25.0
23943	1-Octanal;H+;NADH	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	1-Octanal	0.004		-	M	25.0
23943	1-Octanal;H+;NADH	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	NADH	5.8E-5		-	M	25.0
23943	1-Octanal;H+;NADH	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	Isobutyramide			-	-	25.0
23943	1-Octanal;H+;NADH	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	concentration	unknown compound			-	-	25.0
23943	1-Octanal;H+;NADH	wildtype isoenzyme ADH5	6375718	Homo sapiens	P11766	1.1.1.1	Ki	Isobutyramide	1.25E-4		-	M	25.0
24936	S-(Hydroxymethyl)glutathione;NAD+	wildtype ADH3	11054102	Branchiostoma lanceolatum	Q9NJC3	1.1.1.1	Km	NAD+	1.1E-5		-	M	25.0
24936	S-(Hydroxymethyl)glutathione;NAD+	wildtype ADH3	11054102	Branchiostoma lanceolatum	Q9NJC3	1.1.1.1	kcat		11.33333		-	s^(-1)	25.0
24936	S-(Hydroxymethyl)glutathione;NAD+	wildtype ADH3	11054102	Branchiostoma lanceolatum	Q9NJC3	1.1.1.1	kcat/Km	S-(Hydroxymethyl)glutathione	2500000.0		-	M^(-1)*s^(-1)	25.0
24936	S-(Hydroxymethyl)glutathione;NAD+	wildtype ADH3	11054102	Branchiostoma lanceolatum	Q9NJC3	1.1.1.1	Km	S-(Hydroxymethyl)glutathione	4.4E-6		-	M	25.0
24937	1-Octanol;NAD+	wildtype ADH3	11054102	Branchiostoma lanceolatum	Q9NJC3	1.1.1.1	kcat		12.33333		-	s^(-1)	25.0
24937	1-Octanol;NAD+	wildtype ADH3	11054102	Branchiostoma lanceolatum	Q9NJC3	1.1.1.1	Km	1-Octanol	4.9E-4		-	M	25.0
24937	1-Octanol;NAD+	wildtype ADH3	11054102	Branchiostoma lanceolatum	Q9NJC3	1.1.1.1	kcat/Km	1-Octanol	25000.0		-	M^(-1)*s^(-1)	25.0
24938	12-Hydroxydodecanoic acid;NAD+	wildtype ADH3	11054102	Branchiostoma lanceolatum	Q9NJC3	1.1.1.1	kcat		11.33333		-	s^(-1)	25.0
24938	12-Hydroxydodecanoic acid;NAD+	wildtype ADH3	11054102	Branchiostoma lanceolatum	Q9NJC3	1.1.1.1	Km	12-Hydroxydodecanoic acid	9.0E-5		-	M	25.0
24938	12-Hydroxydodecanoic acid;NAD+	wildtype ADH3	11054102	Branchiostoma lanceolatum	Q9NJC3	1.1.1.1	kcat/Km	12-Hydroxydodecanoic acid	126666.7		-	M^(-1)*s^(-1)	25.0
26072	Ethanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	Ethanol	0.0062		-	M	23.5
26072	Ethanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26072	Ethanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	Ethanol	5.0E-5	0.1	-	M	23.5
26072	Ethanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	Ethanol	370.0		-	M^(-1)*s^(-1)	23.5
26072	Ethanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		2.3		-	s^(-1)	23.5
26073	1-Propanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	1-Propanol	0.0019		-	M	23.5
26073	1-Propanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	1-Propanol	1680.0		-	M^(-1)*s^(-1)	23.5
26073	1-Propanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26073	1-Propanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	1-Propanol	5.0E-5	0.1	-	M	23.5
26073	1-Propanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		3.2		-	s^(-1)	23.5
26074	NAD+;1-Butanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	1-Butanol	0.0019		-	M	23.5
26074	NAD+;1-Butanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	1-Butanol	5.0E-5	0.1	-	M	23.5
26074	NAD+;1-Butanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	1-Butanol	2300.0		-	M^(-1)*s^(-1)	23.5
26074	NAD+;1-Butanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26074	NAD+;1-Butanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		4.3		-	s^(-1)	23.5
26075	1-Pentanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26075	1-Pentanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	1-Pentanol	0.0041		-	M	23.5
26075	1-Pentanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		1.8		-	s^(-1)	23.5
26075	1-Pentanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	1-Pentanol	5.0E-5	0.1	-	M	23.5
26075	1-Pentanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	1-Pentanol	440.0		-	M^(-1)*s^(-1)	23.5
26076	NAD+;1-Hexanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	1-Hexanol	540.0		-	M^(-1)*s^(-1)	23.5
26076	NAD+;1-Hexanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		4.0		-	s^(-1)	23.5
26076	NAD+;1-Hexanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	1-Hexanol	0.0074		-	M	23.5
26076	NAD+;1-Hexanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26076	NAD+;1-Hexanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	1-Hexanol	5.0E-5	0.1	-	M	23.5
26077	Cyclohexanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	Cyclohexanol	7.2E-4		-	M	23.5
26077	Cyclohexanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	Cyclohexanol	10300.0		-	M^(-1)*s^(-1)	23.5
26077	Cyclohexanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26077	Cyclohexanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	Cyclohexanol	5.0E-5	0.1	-	M	23.5
26077	Cyclohexanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		7.4		-	s^(-1)	23.5
26078	R-(+)-1-Phenylethanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	R-(+)-1-Phenylethanol	1500.0		-	M^(-1)*s^(-1)	23.5
26078	R-(+)-1-Phenylethanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	R-(+)-1-Phenylethanol	0.0034		-	M	23.5
26078	R-(+)-1-Phenylethanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26078	R-(+)-1-Phenylethanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		5.2		-	s^(-1)	23.5
26078	R-(+)-1-Phenylethanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	R-(+)-1-Phenylethanol	5.0E-5	0.1	-	M	23.5
26079	NAD+;1-Phenylethanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	1-Phenylethanol	5.0E-5	0.1	-	M	23.5
26079	NAD+;1-Phenylethanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	1-Phenylethanol	9.5E-4		-	M	23.5
26079	NAD+;1-Phenylethanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		1.1		-	s^(-1)	23.5
26079	NAD+;1-Phenylethanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	1-Phenylethanol	1200.0		-	M^(-1)*s^(-1)	23.5
26079	NAD+;1-Phenylethanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26080	NAD+;S-(-)-1-Phenylethanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	S-(-)-1-Phenylethanol	640.0		-	M^(-1)*s^(-1)	23.5
26080	NAD+;S-(-)-1-Phenylethanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	S-(-)-1-Phenylethanol	5.0E-5	0.1	-	M	23.5
26080	NAD+;S-(-)-1-Phenylethanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		2.5		-	s^(-1)	23.5
26080	NAD+;S-(-)-1-Phenylethanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	S-(-)-1-Phenylethanol	0.0039		-	M	23.5
26080	NAD+;S-(-)-1-Phenylethanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26081	NAD+;Isobutanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	Isobutanol	5.0E-5	0.1	-	M	23.5
26081	NAD+;Isobutanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		1.6		-	s^(-1)	23.5
26081	NAD+;Isobutanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	Isobutanol	0.0027		-	M	23.5
26081	NAD+;Isobutanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26081	NAD+;Isobutanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	Isobutanol	590.0		-	M^(-1)*s^(-1)	23.5
26082	NAD+;4-Methylpentan-1-ol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	4-Methylpentan-1-ol	2100.0		-	M^(-1)*s^(-1)	23.5
26082	NAD+;4-Methylpentan-1-ol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		1.7		-	s^(-1)	23.5
26082	NAD+;4-Methylpentan-1-ol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	4-Methylpentan-1-ol	8.1E-4		-	M	23.5
26082	NAD+;4-Methylpentan-1-ol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	4-Methylpentan-1-ol	5.0E-5	0.1	-	M	23.5
26082	NAD+;4-Methylpentan-1-ol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26083	NAD+;4-Heptanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	4-Heptanol	650.0		-	M^(-1)*s^(-1)	23.5
26083	NAD+;4-Heptanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	4-Heptanol	5.0E-5	0.1	-	M	23.5
26083	NAD+;4-Heptanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26083	NAD+;4-Heptanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	4-Heptanol	0.0066		-	M	23.5
26083	NAD+;4-Heptanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		4.3		-	s^(-1)	23.5
26084	NAD+;2-Propanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	2-Propanol	6000.0		-	M^(-1)*s^(-1)	23.5
26084	NAD+;2-Propanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	2-Propanol	0.0012		-	M	23.5
26084	NAD+;2-Propanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		7.2		-	s^(-1)	23.5
26084	NAD+;2-Propanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26084	NAD+;2-Propanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	2-Propanol	5.0E-5	0.1	-	M	23.5
26085	NAD+;trans-4-Methylcyclohexanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	trans-4-Methylcyclohexanol	6500.0		-	M^(-1)*s^(-1)	23.5
26085	NAD+;trans-4-Methylcyclohexanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26085	NAD+;trans-4-Methylcyclohexanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		7.1		-	s^(-1)	23.5
26085	NAD+;trans-4-Methylcyclohexanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	trans-4-Methylcyclohexanol	0.0011		-	M	23.5
26085	NAD+;trans-4-Methylcyclohexanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	trans-4-Methylcyclohexanol	5.0E-5	0.1	-	M	23.5
26086	R-(+)-trans-Bicyclo[2.2.1]heptanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	R-(+)-trans-Bicyclo[2.2.1]heptanol	4300.0		-	M^(-1)*s^(-1)	23.5
26086	R-(+)-trans-Bicyclo[2.2.1]heptanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	R-(+)-trans-Bicyclo[2.2.1]heptanol	5.0E-5	0.1	-	M	23.5
26086	R-(+)-trans-Bicyclo[2.2.1]heptanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		6.4		-	s^(-1)	23.5
26086	R-(+)-trans-Bicyclo[2.2.1]heptanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	R-(+)-trans-Bicyclo[2.2.1]heptanol	0.0015		-	M	23.5
26086	R-(+)-trans-Bicyclo[2.2.1]heptanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26087	S-(-)-cis-Bicyclo[2.2.1]heptanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	S-(-)-cis-Bicyclo[2.2.1]heptanol	0.0038		-	M	23.5
26087	S-(-)-cis-Bicyclo[2.2.1]heptanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	S-(-)-cis-Bicyclo[2.2.1]heptanol	1700.0		-	M^(-1)*s^(-1)	23.5
26087	S-(-)-cis-Bicyclo[2.2.1]heptanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	S-(-)-cis-Bicyclo[2.2.1]heptanol	5.0E-5	0.1	-	M	23.5
26087	S-(-)-cis-Bicyclo[2.2.1]heptanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		6.6		-	s^(-1)	23.5
26087	S-(-)-cis-Bicyclo[2.2.1]heptanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26088	NAD+;S-(-)-2-Methylbutan-1-ol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	S-(-)-2-Methylbutan-1-ol	2100.0		-	M^(-1)*s^(-1)	23.5
26088	NAD+;S-(-)-2-Methylbutan-1-ol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		2.0		-	s^(-1)	23.5
26088	NAD+;S-(-)-2-Methylbutan-1-ol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26088	NAD+;S-(-)-2-Methylbutan-1-ol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	S-(-)-2-Methylbutan-1-ol	5.0E-5	0.1	-	M	23.5
26088	NAD+;S-(-)-2-Methylbutan-1-ol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	S-(-)-2-Methylbutan-1-ol	9.5E-4		-	M	23.5
26089	R-(-)-2-Butanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		7.6		-	s^(-1)	23.5
26089	R-(-)-2-Butanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	R-(-)-2-Butanol	20000.0		-	M^(-1)*s^(-1)	23.5
26089	R-(-)-2-Butanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	R-(-)-2-Butanol	3.8E-4		-	M	23.5
26089	R-(-)-2-Butanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	R-(-)-2-Butanol	5.0E-5	0.1	-	M	23.5
26089	R-(-)-2-Butanol;NAD+	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26090	NAD+;(S)-(+)-2-Butanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat/Km	(S)-(+)-2-Butanol	14200.0		-	M^(-1)*s^(-1)	23.5
26090	NAD+;(S)-(+)-2-Butanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	NAD+	5.0E-4		-	M	23.5
26090	NAD+;(S)-(+)-2-Butanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	concentration	(S)-(+)-2-Butanol	5.0E-5	0.1	-	M	23.5
26090	NAD+;(S)-(+)-2-Butanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	kcat		6.8		-	s^(-1)	23.5
26090	NAD+;(S)-(+)-2-Butanol	wildtype	2943270	Drosophila lebanonensis	P10807	1.1.1.1	Km	(S)-(+)-2-Butanol	4.8E-4		-	M	23.5
